,statement,label
1967,"Who are the authors of ""Proposal for High-harmonic EEHG Lasing at Shanghai Deep Ultra-Violet Free-electron Laser""?
These people are authors: Swayambhoo Jain, Akshay Soni, and Jarvis Haupt",0
1968,"Who are the authors of ""Inference of chromosomal inversion dynamics from Pool-Seq data in natural and laboratory populations of Drosophila melanogaster""?
These people are authors: Martin Kapun, Hester van Schalkwyk, Bryant McAllister, Thomas Flatt and Christian Schl\""otterer",1
1969,"Who are the authors of ""Inference of chromosomal inversion dynamics from Pool-Seq data in natural and laboratory populations of Drosophila melanogaster""?
These people are not authors: Martin Kapun, Hester van Schalkwyk, Bryant McAllister, Thomas Flatt and Christian Schl\""otterer",0
1970,"Who are the authors of ""Inference of chromosomal inversion dynamics from Pool-Seq data in natural and laboratory populations of Drosophila melanogaster""?
These people are not authors: Sibasish Laha, Gulab C. Dewangan, Ajit K. Kembhavi",1
1971,"Who are the authors of ""Inference of chromosomal inversion dynamics from Pool-Seq data in natural and laboratory populations of Drosophila melanogaster""?
These people are authors: Sibasish Laha, Gulab C. Dewangan, Ajit K. Kembhavi",0
1972,"Who are the authors of ""Reply to the comment on ""Exact Expression for Radiation of an Accelerated Charge in Classical Electrodynamics""""?
These people are authors: Young-Sea Huang",1
1973,"Who are the authors of ""Reply to the comment on ""Exact Expression for Radiation of an Accelerated Charge in Classical Electrodynamics""""?
These people are not authors: Young-Sea Huang",0
1974,"Who are the authors of ""Reply to the comment on ""Exact Expression for Radiation of an Accelerated Charge in Classical Electrodynamics""""?
These people are not authors: Rodrigo Banuelos and Adam Osekowski",1
1975,"Who are the authors of ""Reply to the comment on ""Exact Expression for Radiation of an Accelerated Charge in Classical Electrodynamics""""?
These people are authors: Rodrigo Banuelos and Adam Osekowski",0
1976,"Who are the authors of ""Absence of helical surface states in bulk semimetals with broken inversion symmetry""?
These people are authors: Carmine Ortix, J\""orn W. F. Venderbos, Roland Hayn, Jeroen van den Brink",1
1977,"Who are the authors of ""Absence of helical surface states in bulk semimetals with broken inversion symmetry""?
These people are not authors: Carmine Ortix, J\""orn W. F. Venderbos, Roland Hayn, Jeroen van den Brink",0
1978,"Who are the authors of ""Absence of helical surface states in bulk semimetals with broken inversion symmetry""?
These people are not authors: Christopher L\""orscher, Jingchuan Zhang, Qiang Gu, and Richard A. Klemm",1
1979,"Who are the authors of ""Absence of helical surface states in bulk semimetals with broken inversion symmetry""?
These people are authors: Christopher L\""orscher, Jingchuan Zhang, Qiang Gu, and Richard A. Klemm",0
1980,"Who are the authors of ""The Helix Relation Between Two Curves""?
These people are authors: \.Ilkay Arslan G\""uven and Yusuf Yayl{\i}",1
1981,"Who are the authors of ""The Helix Relation Between Two Curves""?
These people are not authors: \.Ilkay Arslan G\""uven and Yusuf Yayl{\i}",0
1982,"Who are the authors of ""The Helix Relation Between Two Curves""?
These people are not authors: Z. C. Tu",1
1983,"Who are the authors of ""The Helix Relation Between Two Curves""?
These people are authors: Z. C. Tu",0
1984,"Who are the authors of ""Spectroscopic Observations of Planetary Nebulae in the Northern Spur of M31""?
These people are authors: X. Fang, Y. Zhang, R. Garcia-Benito, X.-W. Liu, H.-B. Yuan",1
1985,"Who are the authors of ""Spectroscopic Observations of Planetary Nebulae in the Northern Spur of M31""?
These people are not authors: X. Fang, Y. Zhang, R. Garcia-Benito, X.-W. Liu, H.-B. Yuan",0
1986,"Who are the authors of ""Spectroscopic Observations of Planetary Nebulae in the Northern Spur of M31""?
These people are not authors: Jussi Collin, Martti Kirkko-Jaakkola, Jarmo Takala",1
1987,"Who are the authors of ""Spectroscopic Observations of Planetary Nebulae in the Northern Spur of M31""?
These people are authors: Jussi Collin, Martti Kirkko-Jaakkola, Jarmo Takala",0
1988,"Who are the authors of ""The O3N2 and N2 abundance indicators revisited: improved calibrations based on CALIFA and Te-based literature data""?
These people are authors: R. A. Marino, F. F. Rosales-Ortega, S. F. S\'anchez, A. Gil de Paz, J. V\'ilchez, D. Miralles-Caballero, C. Kehrig, E. P\'erez-Montero, V. Stanishev, J. Iglesias-P\'aramo, A. I. D\'iaz, A. Castillo-Morales, R. Kennicutt, A. R. L\'opez-S\'anchez, L. Galbany, R. Garc\'ia-Benito, D. Mast, J. Mendez-Abreu, A. Monreal-Ibero, B. Husemann, C. J. Walcher, B. Garc\'ia-Lorenzo, J. Masegosa, A. del Olmo Orozco, A. M. Mour\~ao, B. Ziegler, M. Moll\'a, P. Papaderos, P. S\'anchez-Bl\'azquez, R. M. Gonz\'alez Delgado, J. Falc\'on-Barroso, M. M. Roth, G. van de Ven and the CALIFA team",1
1989,"Who are the authors of ""The O3N2 and N2 abundance indicators revisited: improved calibrations based on CALIFA and Te-based literature data""?
These people are not authors: R. A. Marino, F. F. Rosales-Ortega, S. F. S\'anchez, A. Gil de Paz, J. V\'ilchez, D. Miralles-Caballero, C. Kehrig, E. P\'erez-Montero, V. Stanishev, J. Iglesias-P\'aramo, A. I. D\'iaz, A. Castillo-Morales, R. Kennicutt, A. R. L\'opez-S\'anchez, L. Galbany, R. Garc\'ia-Benito, D. Mast, J. Mendez-Abreu, A. Monreal-Ibero, B. Husemann, C. J. Walcher, B. Garc\'ia-Lorenzo, J. Masegosa, A. del Olmo Orozco, A. M. Mour\~ao, B. Ziegler, M. Moll\'a, P. Papaderos, P. S\'anchez-Bl\'azquez, R. M. Gonz\'alez Delgado, J. Falc\'on-Barroso, M. M. Roth, G. van de Ven and the CALIFA team",0
1990,"Who are the authors of ""The O3N2 and N2 abundance indicators revisited: improved calibrations based on CALIFA and Te-based literature data""?
These people are not authors: Lars Andersson and Todd A. Oliynyk",1
1991,"Who are the authors of ""The O3N2 and N2 abundance indicators revisited: improved calibrations based on CALIFA and Te-based literature data""?
These people are authors: Lars Andersson and Todd A. Oliynyk",0
1992,"Who are the authors of ""ASTROSAT: Some Key Science Prospects""?
These people are authors: Biswajit Paul",1
1993,"Who are the authors of ""ASTROSAT: Some Key Science Prospects""?
These people are not authors: Biswajit Paul",0
1994,"Who are the authors of ""ASTROSAT: Some Key Science Prospects""?
These people are not authors: Djamal Belazzougui",1
1995,"Who are the authors of ""ASTROSAT: Some Key Science Prospects""?
These people are authors: Djamal Belazzougui",0
1996,"Who are the authors of ""The importance of being warm (during inflation)""?
These people are authors: Sam Bartrum, Mar Bastero-Gil, Arjun Berera, Rafael Cerezo, Rudnei O. Ramos and Joao G. Rosa",1
1997,"Who are the authors of ""The importance of being warm (during inflation)""?
These people are not authors: Sam Bartrum, Mar Bastero-Gil, Arjun Berera, Rafael Cerezo, Rudnei O. Ramos and Joao G. Rosa",0
1998,"Who are the authors of ""The importance of being warm (during inflation)""?
These people are not authors: Feng Qi",1
1999,"Who are the authors of ""The importance of being warm (during inflation)""?
These people are authors: Feng Qi",0
2000,"Who are the authors of ""Understanding coil-to-globule transition of polymers with the aid of a novel cluster analysis technique""?
These people are authors: T. E. Raptis, Vasilios E. Raptis",1
2001,"Who are the authors of ""Understanding coil-to-globule transition of polymers with the aid of a novel cluster analysis technique""?
These people are not authors: T. E. Raptis, Vasilios E. Raptis",0
2002,"Who are the authors of ""Understanding coil-to-globule transition of polymers with the aid of a novel cluster analysis technique""?
These people are not authors: Xing Wu",1
2003,"Who are the authors of ""Understanding coil-to-globule transition of polymers with the aid of a novel cluster analysis technique""?
These people are authors: Xing Wu",0
2004,"Who are the authors of ""K-stability of relative flag varieties""?
These people are authors: Anton Isopoussu",1
2005,"Who are the authors of ""K-stability of relative flag varieties""?
These people are not authors: Anton Isopoussu",0
2006,"Who are the authors of ""K-stability of relative flag varieties""?
These people are not authors: I. R. Edmonds",1
2007,"Who are the authors of ""K-stability of relative flag varieties""?
These people are authors: I. R. Edmonds",0
2008,"Who are the authors of ""Multi-User Non-Locality Amplification""?
These people are authors: Helen Ebbe and Stefan Wolf",1
2009,"Who are the authors of ""Multi-User Non-Locality Amplification""?
These people are not authors: Helen Ebbe and Stefan Wolf",0
2010,"Who are the authors of ""Multi-User Non-Locality Amplification""?
These people are not authors: Steven de Jong, Simon Uyttendaele, Karl Tuyls",1
2011,"Who are the authors of ""Multi-User Non-Locality Amplification""?
These people are authors: Steven de Jong, Simon Uyttendaele, Karl Tuyls",0
2012,"Who are the authors of ""Improved Median Polish Kriging for Simulation Metamodeling""?
These people are authors: Firas Al Rekabi and Asim El Sheikh",1
2013,"Who are the authors of ""Improved Median Polish Kriging for Simulation Metamodeling""?
These people are not authors: Firas Al Rekabi and Asim El Sheikh",0
2014,"Who are the authors of ""Improved Median Polish Kriging for Simulation Metamodeling""?
These people are not authors: A. B. Duncan",1
2015,"Who are the authors of ""Improved Median Polish Kriging for Simulation Metamodeling""?
These people are authors: A. B. Duncan",0
2016,"Who are the authors of ""Is it possible to predict long-term success with k-NN? Case Study of four market indices (FTSE100, DAX, HANGSENG, NASDAQ)""?
These people are authors: Y. Shi, A. N. Gorban, T. Y. Yang",1
2017,"Who are the authors of ""Is it possible to predict long-term success with k-NN? Case Study of four market indices (FTSE100, DAX, HANGSENG, NASDAQ)""?
These people are not authors: Y. Shi, A. N. Gorban, T. Y. Yang",0
2018,"Who are the authors of ""Is it possible to predict long-term success with k-NN? Case Study of four market indices (FTSE100, DAX, HANGSENG, NASDAQ)""?
These people are not authors: Ilya Usoskin and Gennady Kovaltsov",1
2019,"Who are the authors of ""Is it possible to predict long-term success with k-NN? Case Study of four market indices (FTSE100, DAX, HANGSENG, NASDAQ)""?
These people are authors: Ilya Usoskin and Gennady Kovaltsov",0
2020,"Who are the authors of ""A facile process for soak-and-peel delamination of CVD graphene from substrates using water""?
These people are authors: Priti Gupta, Pratiksha D. Dongare, Sameer Grover, Sudipta Dubey, Hitesh Mamgain, Arnab Bhattacharya, Mandar M. Deshmukh",1
2021,"Who are the authors of ""A facile process for soak-and-peel delamination of CVD graphene from substrates using water""?
These people are not authors: Priti Gupta, Pratiksha D. Dongare, Sameer Grover, Sudipta Dubey, Hitesh Mamgain, Arnab Bhattacharya, Mandar M. Deshmukh",0
2022,"Who are the authors of ""A facile process for soak-and-peel delamination of CVD graphene from substrates using water""?
These people are not authors: J. L. Hewett, H. Weerts, K. S. Babu, J. Butler, B. Casey, A. de Gouvea, R. Essig, Y. Grossman, D. Hitlin, J. Jaros, E. Kearns, K. Kumar, Z. Ligeti, Z.-T. Lu, K. Pitts, M. Ramsey-Musolf, J. Ritchie, K. Scholberg, W. Wester, G. P. Zeller",1
2023,"Who are the authors of ""A facile process for soak-and-peel delamination of CVD graphene from substrates using water""?
These people are authors: J. L. Hewett, H. Weerts, K. S. Babu, J. Butler, B. Casey, A. de Gouvea, R. Essig, Y. Grossman, D. Hitlin, J. Jaros, E. Kearns, K. Kumar, Z. Ligeti, Z.-T. Lu, K. Pitts, M. Ramsey-Musolf, J. Ritchie, K. Scholberg, W. Wester, G. P. Zeller",0
2024,"Who are the authors of ""The effect of ITER-like wall on runaway electron generation in JET""?
These people are authors: G. Papp, T. F\""ul\""op, T. Feh\'er, P. C. de Vries, V. Riccardo, C. Reux, M. Lehnen, V. Kiptily, V. V. Plyusnin, B. Alper and JET EFDA contributors",1
2025,"Who are the authors of ""The effect of ITER-like wall on runaway electron generation in JET""?
These people are not authors: G. Papp, T. F\""ul\""op, T. Feh\'er, P. C. de Vries, V. Riccardo, C. Reux, M. Lehnen, V. Kiptily, V. V. Plyusnin, B. Alper and JET EFDA contributors",0
2026,"Who are the authors of ""The effect of ITER-like wall on runaway electron generation in JET""?
These people are not authors: Hugo Reboredo, Francesco Renna, Robert Calderbank, Miguel R. D. Rodrigues",1
2027,"Who are the authors of ""The effect of ITER-like wall on runaway electron generation in JET""?
These people are authors: Hugo Reboredo, Francesco Renna, Robert Calderbank, Miguel R. D. Rodrigues",0
2028,"Who are the authors of ""A quantum information processor with trapped ions""?
These people are authors: Philipp Schindler, Daniel Nigg, Thomas Monz, Julio T. Barreiro, Esteban Martinez, Shannon X. Wang, Stephan Quint, Matthias F. Brandl, Volckmar Nebendahl, Christian F. Roos, Michael Chwalla, Markus Hennrich and Rainer Blatt",1
2029,"Who are the authors of ""A quantum information processor with trapped ions""?
These people are not authors: Philipp Schindler, Daniel Nigg, Thomas Monz, Julio T. Barreiro, Esteban Martinez, Shannon X. Wang, Stephan Quint, Matthias F. Brandl, Volckmar Nebendahl, Christian F. Roos, Michael Chwalla, Markus Hennrich and Rainer Blatt",0
2030,"Who are the authors of ""A quantum information processor with trapped ions""?
These people are not authors: Keang-Po Ho, Joseph M. Kahn and Jeffrey P. Wilde",1
2031,"Who are the authors of ""A quantum information processor with trapped ions""?
These people are authors: Keang-Po Ho, Joseph M. Kahn and Jeffrey P. Wilde",0
2032,"Who are the authors of ""Exponential Galaxy Disks from Stellar Scattering""?
These people are authors: Bruce G. Elmegreen, Curtis Struck",1
2033,"Who are the authors of ""Exponential Galaxy Disks from Stellar Scattering""?
These people are not authors: Bruce G. Elmegreen, Curtis Struck",0
2034,"Who are the authors of ""Exponential Galaxy Disks from Stellar Scattering""?
These people are not authors: P. H. Lundow and I. A. Campbell",1
2035,"Who are the authors of ""Exponential Galaxy Disks from Stellar Scattering""?
These people are authors: P. H. Lundow and I. A. Campbell",0
2036,"Who are the authors of ""Debye Sources, Beltrami Fields, and a Complex Structure on Maxwell Fields""?
These people are authors: Charles L. Epstein, Leslie Greengard, and Michael O'Neil",1
2037,"Who are the authors of ""Debye Sources, Beltrami Fields, and a Complex Structure on Maxwell Fields""?
These people are not authors: Charles L. Epstein, Leslie Greengard, and Michael O'Neil",0
2038,"Who are the authors of ""Debye Sources, Beltrami Fields, and a Complex Structure on Maxwell Fields""?
These people are not authors: Sergey Bravyi",1
2039,"Who are the authors of ""Debye Sources, Beltrami Fields, and a Complex Structure on Maxwell Fields""?
These people are authors: Sergey Bravyi",0
2040,"Who are the authors of ""The Church of the Symmetric Subspace""?
These people are authors: Aram W. Harrow",1
2041,"Who are the authors of ""The Church of the Symmetric Subspace""?
These people are not authors: Aram W. Harrow",0
2042,"Who are the authors of ""The Church of the Symmetric Subspace""?
These people are not authors: Nicolas Forcadel (LMI), Amin Ghorbel, Sonda Walha (LMI)",1
2043,"Who are the authors of ""The Church of the Symmetric Subspace""?
These people are authors: Nicolas Forcadel (LMI), Amin Ghorbel, Sonda Walha (LMI)",0
2044,"Who are the authors of ""Warm Jupiters Need Close ""Friends"" for High-Eccentricity Migration -- A Stringent Upper Limit on the Perturber's Separation""?
These people are authors: Subo Dong, Boaz Katz and Aristotle Socrates",1
2045,"Who are the authors of ""Warm Jupiters Need Close ""Friends"" for High-Eccentricity Migration -- A Stringent Upper Limit on the Perturber's Separation""?
These people are not authors: Subo Dong, Boaz Katz and Aristotle Socrates",0
2046,"Who are the authors of ""Warm Jupiters Need Close ""Friends"" for High-Eccentricity Migration -- A Stringent Upper Limit on the Perturber's Separation""?
These people are not authors: R.N. Lee and A.I. Milstein",1
2047,"Who are the authors of ""Warm Jupiters Need Close ""Friends"" for High-Eccentricity Migration -- A Stringent Upper Limit on the Perturber's Separation""?
These people are authors: R.N. Lee and A.I. Milstein",0
2048,"Who are the authors of ""Nucleon structure and hard p-p processes at high energies""?
These people are authors: G.I.Lykasov, I.V.Bednyakov, M.A. Demichev, Yu.Yu. Stepanenko",1
2049,"Who are the authors of ""Nucleon structure and hard p-p processes at high energies""?
These people are not authors: G.I.Lykasov, I.V.Bednyakov, M.A. Demichev, Yu.Yu. Stepanenko",0
2050,"Who are the authors of ""Nucleon structure and hard p-p processes at high energies""?
These people are not authors: Jonathan R. Stroud, Michael L. Stein, Shaun Lysen",1
2051,"Who are the authors of ""Nucleon structure and hard p-p processes at high energies""?
These people are authors: Jonathan R. Stroud, Michael L. Stein, Shaun Lysen",0
2052,"Who are the authors of ""Lowest-lying octet baryon masses in covariant baryon chiral perturbation theory""?
These people are authors: Xiu-Lei Ren, Lisheng Geng (BeiHang U.), Jie Meng (BeiHang U., Peking U., SKLNPT, Stellenbosch U.), Hiroshi Toki (Osaka U., Res. Ctr. Nucl. Phys.)",1
2053,"Who are the authors of ""Lowest-lying octet baryon masses in covariant baryon chiral perturbation theory""?
These people are not authors: Xiu-Lei Ren, Lisheng Geng (BeiHang U.), Jie Meng (BeiHang U., Peking U., SKLNPT, Stellenbosch U.), Hiroshi Toki (Osaka U., Res. Ctr. Nucl. Phys.)",0
2054,"Who are the authors of ""Lowest-lying octet baryon masses in covariant baryon chiral perturbation theory""?
These people are not authors: Jeremy Reeves, Bryce Gadway, Tom Bergeman, Ippei Danshita, and Dominik Schneble",1
2055,"Who are the authors of ""Lowest-lying octet baryon masses in covariant baryon chiral perturbation theory""?
These people are authors: Jeremy Reeves, Bryce Gadway, Tom Bergeman, Ippei Danshita, and Dominik Schneble",0
2056,"Who are the authors of ""Local properties of entanglement and application to collapse""?
These people are authors: Roland Omnes",1
2057,"Who are the authors of ""Local properties of entanglement and application to collapse""?
These people are not authors: Roland Omnes",0
2058,"Who are the authors of ""Local properties of entanglement and application to collapse""?
These people are not authors: Alexandrina Stoyanova, Alexander O. Mitrushchenkov, Liviu Hozoi, Hermann Stoll, and Peter Fulde",1
2059,"Who are the authors of ""Local properties of entanglement and application to collapse""?
These people are authors: Alexandrina Stoyanova, Alexander O. Mitrushchenkov, Liviu Hozoi, Hermann Stoll, and Peter Fulde",0
2060,"Who are the authors of ""Who and What Links to the Internet Archive""?
These people are authors: Yasmin AlNoamany, Ahmed AlSum, Michele C. Weigle, and Michael L. Nelson",1
2061,"Who are the authors of ""Who and What Links to the Internet Archive""?
These people are not authors: Yasmin AlNoamany, Ahmed AlSum, Michele C. Weigle, and Michael L. Nelson",0
2062,"Who are the authors of ""Who and What Links to the Internet Archive""?
These people are not authors: J. Poveda",1
2063,"Who are the authors of ""Who and What Links to the Internet Archive""?
These people are authors: J. Poveda",0
2064,"Who are the authors of ""Effect of short-range order on transport in one-particle, tight-binding models""?
These people are authors: Abdellah Khodja and Jochen Gemmer",1
2065,"Who are the authors of ""Effect of short-range order on transport in one-particle, tight-binding models""?
These people are not authors: Abdellah Khodja and Jochen Gemmer",0
2066,"Who are the authors of ""Effect of short-range order on transport in one-particle, tight-binding models""?
These people are not authors: Despoina Zisimopoulou",1
2067,"Who are the authors of ""Effect of short-range order on transport in one-particle, tight-binding models""?
These people are authors: Despoina Zisimopoulou",0
2068,"Who are the authors of ""Heat transport in the geostrophic regime of rotating Rayleigh-B{\'e}nard convection""?
These people are authors: Robert E. Ecke, Joseph J. Niemela",1
2069,"Who are the authors of ""Heat transport in the geostrophic regime of rotating Rayleigh-B{\'e}nard convection""?
These people are not authors: Robert E. Ecke, Joseph J. Niemela",0
2070,"Who are the authors of ""Heat transport in the geostrophic regime of rotating Rayleigh-B{\'e}nard convection""?
These people are not authors: Latif Ahmad, Muhammad Farooq, Saleem Abdullah",1
2071,"Who are the authors of ""Heat transport in the geostrophic regime of rotating Rayleigh-B{\'e}nard convection""?
These people are authors: Latif Ahmad, Muhammad Farooq, Saleem Abdullah",0
2072,"Who are the authors of ""Possible extended forms of thermodynamic entropy""?
These people are authors: Shin-ichi Sasa",1
2073,"Who are the authors of ""Possible extended forms of thermodynamic entropy""?
These people are not authors: Shin-ichi Sasa",0
2074,"Who are the authors of ""Possible extended forms of thermodynamic entropy""?
These people are not authors: Manfred Madritsch, Volker Ziegler",1
2075,"Who are the authors of ""Possible extended forms of thermodynamic entropy""?
These people are authors: Manfred Madritsch, Volker Ziegler",0
2076,"Who are the authors of ""Partial Sums Generation Architecture for Successive Cancellation Decoding of Polar Codes""?
These people are authors: Guillaume Berhault, Camille Leroux, Christophe Jego, Dominique Dallet",1
2077,"Who are the authors of ""Partial Sums Generation Architecture for Successive Cancellation Decoding of Polar Codes""?
These people are not authors: Guillaume Berhault, Camille Leroux, Christophe Jego, Dominique Dallet",0
2078,"Who are the authors of ""Partial Sums Generation Architecture for Successive Cancellation Decoding of Polar Codes""?
These people are not authors: L. Sousa and P. P. Avelino",1
2079,"Who are the authors of ""Partial Sums Generation Architecture for Successive Cancellation Decoding of Polar Codes""?
These people are authors: L. Sousa and P. P. Avelino",0
2080,"Who are the authors of ""Diffusion in active magnetic colloids""?
These people are authors: Reinis Taukulis, Andrejs Cebers",1
2081,"Who are the authors of ""Diffusion in active magnetic colloids""?
These people are not authors: Reinis Taukulis, Andrejs Cebers",0
2082,"Who are the authors of ""Diffusion in active magnetic colloids""?
These people are not authors: Masood Aryapoor",1
2083,"Who are the authors of ""Diffusion in active magnetic colloids""?
These people are authors: Masood Aryapoor",0
2084,"Who are the authors of ""Cosmic ray spectrum in the energy range 1.0E15-1.0E18 eV and the second knee according to the small Cherenkov setup at the Yakutsk EAS array""?
These people are authors: S.P. Knurenko, Z.E. Petrov, R. Sidorov, I.Ye. Sleptsov, S.K. Starostin, G.G. Struchkov",1
2085,"Who are the authors of ""Cosmic ray spectrum in the energy range 1.0E15-1.0E18 eV and the second knee according to the small Cherenkov setup at the Yakutsk EAS array""?
These people are not authors: S.P. Knurenko, Z.E. Petrov, R. Sidorov, I.Ye. Sleptsov, S.K. Starostin, G.G. Struchkov",0
2086,"Who are the authors of ""Cosmic ray spectrum in the energy range 1.0E15-1.0E18 eV and the second knee according to the small Cherenkov setup at the Yakutsk EAS array""?
These people are not authors: Aaron D. Jaggard, Neil Lutz, Michael Schapira, Rebecca N. Wright",1
2087,"Who are the authors of ""Cosmic ray spectrum in the energy range 1.0E15-1.0E18 eV and the second knee according to the small Cherenkov setup at the Yakutsk EAS array""?
These people are authors: Aaron D. Jaggard, Neil Lutz, Michael Schapira, Rebecca N. Wright",0
2088,"Who are the authors of ""The evolution of surface magnetic fields in young solar-type stars""?
These people are authors: C.P. Folsom, P. Petit, J. Bouvier, J.-F. Donati, J. Morin",1
2089,"Who are the authors of ""The evolution of surface magnetic fields in young solar-type stars""?
These people are not authors: C.P. Folsom, P. Petit, J. Bouvier, J.-F. Donati, J. Morin",0
2090,"Who are the authors of ""The evolution of surface magnetic fields in young solar-type stars""?
These people are not authors: Arti Gupta, Prof. N.T Deotale",1
2091,"Who are the authors of ""The evolution of surface magnetic fields in young solar-type stars""?
These people are authors: Arti Gupta, Prof. N.T Deotale",0
2092,"Who are the authors of ""Variational Iteration Homotopy Perturbation Method for the Solution of Seventh Order Boundary Value Problems""?
These people are authors: Shahid S. Siddiqi and Muzammal Iftikhar",1
2093,"Who are the authors of ""Variational Iteration Homotopy Perturbation Method for the Solution of Seventh Order Boundary Value Problems""?
These people are not authors: Shahid S. Siddiqi and Muzammal Iftikhar",0
2094,"Who are the authors of ""Variational Iteration Homotopy Perturbation Method for the Solution of Seventh Order Boundary Value Problems""?
These people are not authors: M. R. Avendi, and Ha H. Nguyen (Senior Member, IEEE)",1
2095,"Who are the authors of ""Variational Iteration Homotopy Perturbation Method for the Solution of Seventh Order Boundary Value Problems""?
These people are authors: M. R. Avendi, and Ha H. Nguyen (Senior Member, IEEE)",0
2096,"Who are the authors of ""Symbolic Synthesis of Knowledge-based Program Implementations with Synchronous Semantics""?
These people are authors: X. Huang and R. van der Meyden",1
2097,"Who are the authors of ""Symbolic Synthesis of Knowledge-based Program Implementations with Synchronous Semantics""?
These people are not authors: X. Huang and R. van der Meyden",0
2098,"Who are the authors of ""Symbolic Synthesis of Knowledge-based Program Implementations with Synchronous Semantics""?
These people are not authors: Wenyuan Liu, Chao Wang, Yanbin Li, Yuyang Lao, Yongjian Han, Guang-Can Guo, Lixin He",1
2099,"Who are the authors of ""Symbolic Synthesis of Knowledge-based Program Implementations with Synchronous Semantics""?
These people are authors: Wenyuan Liu, Chao Wang, Yanbin Li, Yuyang Lao, Yongjian Han, Guang-Can Guo, Lixin He",0
2100,"Who are the authors of ""Electric Vehicle Charging Station Placement: Formulation, Complexity, and Solutions""?
These people are authors: Albert Y.S. Lam, Yiu-Wing Leung, Xiaowen Chu",1
2101,"Who are the authors of ""Electric Vehicle Charging Station Placement: Formulation, Complexity, and Solutions""?
These people are not authors: Albert Y.S. Lam, Yiu-Wing Leung, Xiaowen Chu",0
2102,"Who are the authors of ""Electric Vehicle Charging Station Placement: Formulation, Complexity, and Solutions""?
These people are not authors: Emil Bj\""ornson, Mats Bengtsson, and Bj\""orn Ottersten",1
2103,"Who are the authors of ""Electric Vehicle Charging Station Placement: Formulation, Complexity, and Solutions""?
These people are authors: Emil Bj\""ornson, Mats Bengtsson, and Bj\""orn Ottersten",0
2104,"Who are the authors of ""Multivariate stochastic volatility modelling using Wishart autoregressive processes""?
These people are authors: K. Triantafyllopoulos",1
2105,"Who are the authors of ""Multivariate stochastic volatility modelling using Wishart autoregressive processes""?
These people are not authors: K. Triantafyllopoulos",0
2106,"Who are the authors of ""Multivariate stochastic volatility modelling using Wishart autoregressive processes""?
These people are not authors: Chunguo Li",1
2107,"Who are the authors of ""Multivariate stochastic volatility modelling using Wishart autoregressive processes""?
These people are authors: Chunguo Li",0
2108,"Who are the authors of ""Atmospheric escape by magnetically driven wind from gaseous planets""?
These people are authors: Yuki A. Tanaka, Takeru K. Suzuki, Shu-ichiro Inutsuka",1
2109,"Who are the authors of ""Atmospheric escape by magnetically driven wind from gaseous planets""?
These people are not authors: Yuki A. Tanaka, Takeru K. Suzuki, Shu-ichiro Inutsuka",0
2110,"Who are the authors of ""Atmospheric escape by magnetically driven wind from gaseous planets""?
These people are not authors: Yu Lu-Xin, Gao Wei-Wei, Wang Lin, Li Wei-Min",1
2111,"Who are the authors of ""Atmospheric escape by magnetically driven wind from gaseous planets""?
These people are authors: Yu Lu-Xin, Gao Wei-Wei, Wang Lin, Li Wei-Min",0
2112,"Who are the authors of ""Statistical complexity measures as telltale of relevant scales in emergent dynamics of spatial systems""?
These people are authors: A. Arbona, C. Bona, B. Mi\~nano and A. Plastino",1
2113,"Who are the authors of ""Statistical complexity measures as telltale of relevant scales in emergent dynamics of spatial systems""?
These people are not authors: A. Arbona, C. Bona, B. Mi\~nano and A. Plastino",0
2114,"Who are the authors of ""Statistical complexity measures as telltale of relevant scales in emergent dynamics of spatial systems""?
These people are not authors: J. Hawkes, G. Rowell, B. Dawson, F. Aharonian, M. Burton, Y. Fukui, N. Furukawa, T. Hayakawa, A. Kawamura, N. Maxted, E. de \~Ona-Wilhelmi, P. de Wilt and A. Walsh",1
2115,"Who are the authors of ""Statistical complexity measures as telltale of relevant scales in emergent dynamics of spatial systems""?
These people are authors: J. Hawkes, G. Rowell, B. Dawson, F. Aharonian, M. Burton, Y. Fukui, N. Furukawa, T. Hayakawa, A. Kawamura, N. Maxted, E. de \~Ona-Wilhelmi, P. de Wilt and A. Walsh",0
2116,"Who are the authors of ""Time Reversal Symmetric Topological Exciton Condensate in Bilayer HgTe Quantum Wells""?
These people are authors: Jan Carl Budich, Bj\""orn Trauzettel, Paolo Michetti",1
2117,"Who are the authors of ""Time Reversal Symmetric Topological Exciton Condensate in Bilayer HgTe Quantum Wells""?
These people are not authors: Jan Carl Budich, Bj\""orn Trauzettel, Paolo Michetti",0
2118,"Who are the authors of ""Time Reversal Symmetric Topological Exciton Condensate in Bilayer HgTe Quantum Wells""?
These people are not authors: Walter Selke",1
2119,"Who are the authors of ""Time Reversal Symmetric Topological Exciton Condensate in Bilayer HgTe Quantum Wells""?
These people are authors: Walter Selke",0
2120,"Who are the authors of ""Systematic Determination of Absolute Absorption Cross-section of Individual Carbon Nanotubes""?
These people are authors: Kaihui Liu, Xiaoping Hong, Sangkook Choi, Chenhao Jin, Rodrigo B. Capaz, Jihoon Kim, Shaul Aloni, Wenlong Wang, Xuedong Bai, Steven G. Louie, Enge Wang, Feng Wang",1
